 Central African Republic,Bangui,4.3946735,18.5581899
 Chad,N'Djamena,12.1348457,15.0557415
 Chile,Santiago,-33.4488897,-70.6692655
 China,Beijing,39.904211,116.407395
 Christmas Island,Flying Fish Cove,-10.4206861,105.6793792
 Colombia,Bogota,4.7109886,-74.072092
 Comoros,Moroni,-11.7172157,43.2473146
 Cook Islands,Avarua,-21.2129007,-159.7823059
 Costa Rica,San Jose,9.9280694,-84.0907246
 Croatia,Zagreb,45.8150108,15.981919
 Cuba,Havana,23.0540698,-82.345189
 Curacao,Willemstad,12.1224221,-68.8824233
 Cyprus,Nicosia,35.1855659,33.3822764
 Czech Republic,Prague,50.0755381,14.4378005
 Democratic Republic of the Congo,Kinshasa,-4.4419311,15.2662931
 Denmark,Copenhagen,55.6760968,12.5683371
 Djibouti,Djibouti,11.5720765,43.1456475
 Dominica,Roseau,15.3091676,-61.3793554
 Dominican Republic,Santo Domingo,18.4860575,-69.9312117
 Ecuador,Quito,-0.1806532,-78.4678382
 Egypt,Cairo,30.0444196,31.2357116
 El Salvador,San Salvador,13.6929403,-89.2181911
 Equatorial Guinea,Malabo,3.7504118,8.7371039
 Eritrea,Asmara,15.3228767,38.9250517
 Estonia,Tallinn,59.4369608,24.7535746
 Ethiopia,Addis Ababa,8.9806034,38.7577605
 Falkland Islands,Stanley,-51.6977129,-57.8516627
 Faroe Islands,Torshavn,62.007864,-6.7909816
 Federated States of Micronesia,Palikir,6.9147118,158.1610274
 Fiji,Suva,-18.1248086,178.4500789
 Finland,Helsinki,60.1733244,24.9410248
 France,Paris,48.856614,2.3522219
 French Guiana,Cayenne,4.92242,-52.3134531
 French Polynesia,Papeete,-17.5516251,-149.5584758
 Gabon,Libreville,0.4161976,9.4672676
 Gambia,Banjul,13.4548761,-16.5790323
 Georgia,Tbilisi,41.7151377,44.827096
 Germany,Berlin,52.5200066,13.404954
 Ghana,Accra,5.6037168,-0.1869644
 Gibraltar,Gibraltar,36.1407734,-5.3535994
 Greece,Athens,37.983917,23.7293599
 Greenland,Nuuk,64.1814099,-51.694138
 Grenada,St. George's,12.0560975,-61.7487996
 Guam,Hagatna,13.4708908,144.7512782
 Guatemala,Guatemala City,14.6349149,-90.5068824
 Guernsey,St. Peter Port,49.455443,-2.5368711
 Guinea,Conakry,9.6411855,-13.5784012
 Guinea-Bissau,Bissau,11.8816553,-15.6177942
 Guyana,Georgetown,6.8012793,-58.1551255
 Haiti,Port-au-Prince,18.594395,-72.3074326
 Honduras,Tegucigalpa,14.0722751,-87.192136
 Hungary,Budapest,47.497912,19.040235
 Iceland,Reykjavik,64.1265206,-21.8174393
 India,New Delhi,28.6139391,77.2090212
 Indonesia,Jakarta,-6.2087634,106.845599
 Iran,Tehran,35.6891975,51.3889736
 Iraq,Baghdad,33.3128057,44.3614875
 Ireland,Dublin,53.3498053,-6.2603097
 Isle of Man,Douglas,54.1523372,-4.4861228
 Israel,Jerusalem,31.768319,35.21371
 Italy,Rome,41.9027835,12.4963655
 Jamaica,Kingston,18.0423274,-76.8028933
 Japan,Tokyo,35.7090259,139.7319925
 Jersey,St. Helier,49.1868225,-2.1065682
 Jordan,Amman,31.9565783,35.9456951
 Kazakhstan,Astana,51.0223575,71.4670034
 Kenya,Nairobi,-1.2920659,36.8219462
 Kiribati,Tarawa,1.3290526,172.9790528
 Kosovo,Pristina,42.6629138,21.1655028
 Kuwait,Kuwait City,29.375859,47.9774052
 Kyrgyzstan,Bishkek,42.8746212,74.5697617
 Laos,Vientiane,17.9757058,102.6331035
 Latvia,Riga,56.9496487,24.1051864
 Lebanon,Beirut,33.8886289,35.4954794
 Lesotho,Maseru,-29.3632188,27.5143603
 Liberia,Monrovia,6.2907432,-10.7605239
 Libya,Tripoli,32.8872094,13.1913383
 Liechtenstein,Vaduz,47.1410303,9.5209277
 Lithuania,Vilnius,54.6380366,25.2865583
 Luxembourg,Luxembourg,49.611621,6.1319346
 Macedonia,Skopje,41.9973462,21.4279956
 Madagascar,Antananarivo,-18.8791902,47.5079055
 Malawi,Lilongwe,-13.9626121,33.7741195
 Malaysia,Kuala Lumpur,3.139003,101.686855
 Maldives,Male,4.1754959,73.5093474
 Mali,Bamako,12.6392316,-8.0028892
 Malta,Valletta,35.8989085,14.5145528
 Marshall Islands,Majuro,7.1164214,171.1857736
 Mauritania,Nouakchott,18.0735299,-15.9582372
 Mauritius,Port Louis,-20.1668958,57.502332
 Mexico,Mexico City,19.4326077,-99.133208
 Moldova,Chisinau,47.0104529,28.8638103
 Monaco,Monaco,43.737411,7.420816
 Mongolia,Ulaanbaatar,47.8863988,106.9057439
 Montenegro,Podgorica,42.4304196,19.2593642
 Montserrat,Plymouth,16.706523,-62.215738
 Morocco,Rabat,33.9715904,-6.8498129
 Mozambique,Maputo,-25.891968,32.6051351
 Myanmar,Naypyidaw,19.7633057,96.0785104
 Nagorno-Karabakh Republic,Stepanakert,39.9006631,46.7860157
 Namibia,Windhoek,-22.5608807,17.0657549
 Nauru,Yaren,-0.547613,166.919112
 Nepal,Kathmandu,27.7172453,85.3239605
 Netherlands,Amsterdam,52.3702157,4.8951679
 New Caledonia,Noumea,-22.2558234,166.4505243
 New Zealand,Wellington,-41.2864603,174.776236
 Nicaragua,Managua,12.1149926,-86.2361744
 Niger,Niamey,13.5115963,2.1253854
 Nigeria,Abuja,9.0764785,7.398574
 Niue,Alofi,-19.0553711,-169.9178709
 Norfolk Island,Kingston,-29.0563937,167.959588
 North Korea,Pyongyang,39.0392193,125.7625241
 Northern Cyprus,Nicosia,35.1855659,33.3822764
 United Kingdom Northern Ireland,Belfast,54.597285,-5.93012
 Northern Mariana Islands,Saipan,15.177801,145.750967
 Norway,Oslo,59.9138688,10.7522454
 Oman,Muscat,23.58589,58.4059227
 Pakistan,Islamabad,33.7293882,73.0931461
 Palau,Ngerulmud,7.5003835,134.624289
 Palestine,Jerusalem,31.768319,35.21371
 Panama,Panama City,9.1011785,-79.4028639
 Papua New Guinea,Port Moresby,-9.4438004,147.1802671
 Paraguay,Asuncion,-25.2637399,-57.575926
 Peru,Lima,-12.046374,-77.0427934
 Philippines,Manila,14.5995124,120.9842195
 Pitcairn Islands,Adamstown,-25.0662897,-130.1004636
 Poland,Warsaw,52.2296756,21.0122287
 Portugal,Lisbon,38.7222524,-9.1393366
 Puerto Rico,San Juan,18.4663338,-66.1057217
 Qatar,Doha,25.2916097,51.5304368
 Republic of China (Taiwan),Taipei,25.0329694,121.5654177
 Republic of the Congo,Brazzaville,-4.2633597,15.2428853
 Romania,Bucharest,44.4267674,26.1025384
 Russia,Moscow,55.755826,37.6173
 Rwanda,Kigali,-1.9578755,30.112735
 Saint Helena,Jamestown,-15.9286343,-5.7151749
 Saint Kitts and Nevis,Basseterre,17.3026058,-62.7176924
 Saint Lucia,Castries,14.0101094,-60.9874687
 Saint Martin,Marigot,18.0675189,-63.0824656
 Saint Pierre and Miquelon,St. Pierre,46.7758459,-56.1806363
 Saint Vincent and the Grenadines,Kingstown,13.1600249,-61.2248157
 Samoa,Apia,-13.8506958,-171.7513551
 San Marino,San Marino,43.9355907,12.4472806
 Saudi Arabia,Riyadh,24.7494029,46.9028375
 Scotland,Edinburgh,55.953252,-3.188267
 Senegal,Dakar,14.7645042,-17.3660286
 Serbia,Belgrade,44.786568,20.4489216
 Seychelles,Victoria,-4.619143,55.4513149
 Sierra Leone,Freetown,8.4656765,-13.2317225
 Singapore,Singapore,1.2800945,103.8509491
 Sint Maarten,Philipsburg,18.0295839,-63.0471371
 Slovakia,Bratislava,48.1458923,17.1071373
 Slovenia,Ljubljana,46.0569465,14.5057515
 Solomon Islands,Honiara,-9.4456381,159.9728999
 Somalia,Mogadishu,2.0469343,45.3181623
 Somaliland,Hargeisa,9.562389,44.0770134
 South Africa,Pretoria,-25.7478676,28.2292712
 South Korea,Seoul,37.566535,126.9779692
 South Ossetia,Tskhinvali,42.2214597,43.9644051
 South Sudan South Sudan,Juba,4.859363,31.57125
 Spain,Madrid,40.4167754,-3.7037902
 Sri Lanka,Sri Jayawardenapura Kotte,6.8940701,79.9024779
 Sudan,Khartoum,15.5927666,32.5522355
 Suriname,Paramaribo,5.8520355,-55.2038278
 Swaziland,Mbabane,-26.3054482,31.1366715
 Sweden,Stockholm,59.3293235,18.0685808
 Switzerland,Bern,46.9479222,7.4446085
 Syria,Damascus,33.4934965,36.2847751
 Tajikistan,Dushanbe,38.5597722,68.7870384
 Tanzania,Dodoma,-6.169694,35.752277
 Thailand,Bangkok,13.7563309,100.5017651
 Togo,Lome,6.1724969,1.2313618
 Tonga,Nuku'alofa,-21.1393418,-175.204947
 Transnistria,Tiraspol,46.848185,29.596805
 Trinidad and Tobago,Port of Spain,10.6549013,-61.5019256
 Tunisia,Tunis,36.8064948,10.1815316
 Turkey,Ankara,39.9333635,32.8597419
 Turkmenistan,Ashgabat,37.9600766,58.3260629
 Turks and Caicos Islands,Cockburn Town,21.4674584,-71.1389101
 Tuvalu,Funafuti,-8.516667,179.216667
 Uganda,Kampala,0.3475964,32.5825197
 Ukraine,Kiev,50.4501,30.5234
 United Arab Emirates,Abu Dhabi,24.2991738,54.6972774
 United Kingdom; England,London,51.5073509,-0.1277583
 United States,Washington D.C.,38.9071923,-77.0368707
 United States Virgin Islands,Charlotte Amalie,18.3419004,-64.9307007
 Uruguay,Montevideo,-34.9011127,-56.1645314
 Uzbekistan,Tashkent,41.3125,69.390274
 Vanuatu,Port Vila,-17.7332512,168.3273245
 Vatican City,Vatican City,41.9021788,12.4536007
 Venezuela,Caracas,10.4696404,-66.8037185
 Vietnam,Hanoi,21.0277644,105.8341598
 Wales,Cardiff,51.481581,-3.17909
 Yemen,Sana'a,15.3694451,44.1910066
 Zambia,Lusaka,-15.3875259,28.3228165
 Zimbabwe,Harare,-17.8251657,31.03351
